iter	Passed	Remaining
283	18647	14182
284	18710	14115
285	18768	14043
286	18828	13974
287	18889	13904
288	18956	13839
289	19018	13772
290	19085	13707
291	19153	13643
292	19211	13572
293	19275	13506
294	19330	13433
295	19392	13365
296	19450	13294
297	19459	13190
298	19517	13120
299	19576	13050
300	19637	12982
301	19704	12918
302	19769	12853
303	19828	12784
304	19913	12731
305	19974	12663
306	20036	12596
307	20110	12536
308	20173	12469
309	20230	12399
310	20291	12331
311	20347	12260
312	20418	12198
313	20480	12131
314	20537	12061
315	20604	11997
316	20672	11933
317	20755	11879
318	20848	11829
319	20929	11772
320	20998	11709
321	21059	11641
322	21124	11576
323	21188	11509
324	21249	11441
325	21315	11376
326	21378	11310
327	21436	11241
328	21495	11172
329	21559	11106
330	21619	11038
331	21685	10973
332	21748	10906
333	21813	10841
334	21877	10775
335	21944	10710
336	22032	10656
337	22105	10594
338	22185	10536
339	22250	10471
340	22320	10407
341	22379	10338
342	22442	10272
343	22497	10202
344	22559	10135
345	22618	10067
346	22678	9999
347	22739	9932
348	22805	9867
349	22870	9801
350	22941	9738
351	23009	9674
352	23072	9607
353	23136	9542
354	23200	9476
355	23271	9413
356	23340	9349
357	23408	9284
358	23473	9219
359	23537	9153
360	23621	9095
361	23699	9034
362	23772	8972
363	23835	8905
364	23895	8838
365	23957	8771
366	24018	8704
367	24079	8637
368	24158	8576
369	24228	8512
370	24291	8446
371	24358	8381
372	24423	8315
373	24481	8247
374	24543	8181
375	24605	8114
376	24664	8046
377	24720	7978
378	24782	7911
379	24863	7851
380	24946	7791
381	25005	7724
382	25069	7658
383	25140	7594
384	25201	7527
385	25256	7459
386	25319	7393
387	25381	7326
388	25441	7259
389	25501	7192
390	25578	7130
391	25646	7065
392	25706	6999
393	25766	6932
394	25828	6865
395	25888	6798
396	25953	6733
397	26013	6666
398	26077	6601
399	26138	6534
400	26196	6467
401	26257	6401
402	26312	6333
403	26378	6268
404	26451	6204
405	26509	6137
406	26569	6071
407	26627	6004
408	26684	5937
409	26749	5871
410	26817	5807
411	26878	5741
412	26942	5675
413	27004	5609
414	27063	5543
415	27122	5476
416	27184	5410
417	27252	5346
418	27318	5281
419	27380	5215
420	27435	5148
421	27498	5082
422	27559	5016
423	27616	4950
424	27676	4884
425	27733	4817
426	27792	4751
427	27845	4684
428	27905	4618
429	27973	4553
430	28039	4488
431	28099	4423
432	28172	4359
433	28235	4293
434	28301	4229
435	28366	4163
436	28429	4098
437	28494	4033
438	28557	3968
439	28616	3902
440	28683	3837
441	28747	3772
442	28808	3706
443	28869	3641
444	28932	3575
445	28990	3510
446	29050	3444
447	29106	3378
448	29177	3314
449	29239	3248
450	29309	3184
451	29368	3118
452	29431	3053
453	29496	2988
454	29573	2924
455	29640	2860
456	29701	2794
457	29761	2729
458	29820	2663
459	29882	2598
460	29948	2533
461	30016	2468
462	30075	2403
463	30133	2337
464	30192	2272
465	30257	2207
466	30315	2142
467	30377	2077
468	30442	2012
469	30497	1946
470	30556	1881
471	30618	1816
472	30677	1751
473	30743	1686
474	30803	1621
475	30864	1556
476	30929	1491
477	30989	1426
478	31047	1361
479	31108	1296
480	31168	1231
481	31228	1166
482	31291	1101
483	31350	1036
484	31406	971
485	31470	906
486	31525	841
487	31582	776
488	31651	712
489	31711	647
490	31770	582
491	31827	517
492	31888	452
493	31952	388
494	32013	323
495	32076	258
496	32138	193
497	32202	129
498	32261	64
499	32322	0
